key,term,es,overlap,ledge,metagene,perc
LM-H_vs_p-L_DOWN,respiratory electron transport chain (GO:0022904),0.7001828153564864,,NDUFB10;COX7C;MT-ND4L;MT-ND1;NDUFB4;COX7A2L;UQCRB;NDUFB7;MT-CO3;NDUFC1;SDHA;MT-ND4;MT-ND3;SDHC;MT-CO2;MT-CYB;MT-CO1,,0.0
LM-H_vs_p-L_DOWN,proteasomal protein catabolic process (GO:0010498),0.3299382649275548,,PSMD8;PCBP2;RNF5;UBXN1;UBA52;RPS27A;UBC;ERLEC1;SHARPIN;NFE2L2;MARCH6;PSMD10;BIRC2;RNF139;UBE2D1;UBXN6;ATXN3;SIRT2;SPSB3;ZNRF1;TBL1XR1;NHLRC3;BTBD3,,0.0
LM-H_vs_p-L_DOWN,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.32599526376868704,,PSMD8;PCBP2;UBXN1;UBA52;RPS27A;UBC;ERLEC1;SHARPIN;NFE2L2;MARCH6;RNF7;PSMD10;BIRC2;RNF139;UBE2D1;ATXN3;SIRT2;SPSB3;ZNRF1;TBL1XR1;NHLRC3;BTBD3,,0.0
LM-H_vs_p-L_DOWN,endosomal transport (GO:0016197),0.3161585831737416,,BLOC1S1;SQSTM1;UBA52;RPS27A;CHMP2A;CHMP5;UBC;VAMP3;SNX2;EMP2;RAB11B;RAB6A;STX10;RAB9A;ARF6;GCC2;TINAGL1;STX8;ANXA8;HOOK2;VPS28;AKTIP;VPS51;RAB13;DCTN1;PIK3C3;TBC1D17;ATG14,,0.0
LM-H_vs_p-L_DOWN,G2/M transition of mitotic cell cycle (GO:0000086),0.31177547284929835,,KHDRBS1;DCTN2;DCTN3;UBA52;RPS27A;UBC;CSNK1D;AKAP9;DYNC1H1;ARPP19;AJUBA;OFD1;TPD52L1;DCTN1;CDKN1A;CEP70;PPP1R12B;OPTN;TUBA1A,,0.0
LM-H_vs_p-L_DOWN,response to cytokine (GO:0034097),0.3026235509456977,,DDOST;SP100;PTPN2;AES;PLSCR1;ADAR;PTPN13;IFITM3;PTPN14;TIMP3;PTPN6;ADAM9;JUN;TIMP2;TRIM56;SNCA;JUNB;IGBP1;REL,,0.0
LM-H_vs_p-L_DOWN,regulation of apoptotic process (GO:0042981),-0.5107455749519781,,INSR;FGD3;ING4;DAB2;FANK1;CLU;HRK;SOX4;TGFB2;FGFR2;TRIM2;PCSK9;MAGED1;VAV3;FOXA1;EPHA4;IGFBP3;CTSH;MAP2K6;DAPK2;TNFSF10;CRYAB;WNT11;EPHB6;MEF2C,,0.0
LM-H_vs_p-L_DOWN,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),-0.5553266391852398,,INSR;NEDD9;FGFR2;MMP2;VAV3;EFNB3;EPHA4;ANOS1;MUC20;EPHB6;PDGFD,,0.0
LM-H_vs_p-L_DOWN,proteolysis (GO:0006508),-0.5607104294067851,,WFDC2;MMP2;HTRA3;OLR1;TMPRSS3;CPE;CTSH;TMPRSS4;PCSK5;TMPRSS11E,,0.0
LM-H_vs_p-L_DOWN,heart development (GO:0007507),-0.5709429000256918,,NDRG4;INSR;SOX4;TGFB2;GATA3;PLCE1;PCSK5;MEF2C;RARB,,0.0
LM-H_vs_p-L_DOWN,positive regulation of phosphorylation (GO:0042327),-0.5858487386816105,,INSR;DAB2;GPNMB;DRD4;FGFR2;LMO4;ANG;EPHA4;EPHB6,,0.0
LM-H_vs_p-L_DOWN,positive regulation of signal transduction (GO:0009967),-0.5989561334142175,,SOX4;TGFB2;FGFR2;GATA3;ELF3;CTSH,,0.0
LM-H_vs_p-L_DOWN,regulation of cell death (GO:0010941),-0.6048545409830299,,CLU;LRP1;AKR1C3;SOX4;AGR2;CRYAB;WNT11,,0.0
LM-H_vs_p-L_DOWN,activation of protein kinase activity (GO:0032147),-0.6098556930379835,,INSR;DRD4;TGFB2;ANG;PLCE1;MAP2K6;MUC20,,0.0
LM-H_vs_p-L_DOWN,epidermis development (GO:0008544),-0.6304564433901065,,KRT5;FGFR2;KRT15;ELF3;SCEL;CALML5;SPRR1B,,0.0
LM-H_vs_p-L_DOWN,Wnt signaling pathway (GO:0016055),-0.640345087811662,,TCF7L1;SOX4;WNT6;CD24;CPE;WNT11,,0.0
LM-H_vs_p-L_DOWN,regulation of ERK1 and ERK2 cascade (GO:0070372),-0.642333581633639,,NDRG4;PSCA;FBLN1;INSR;GPNMB;FGFR2;ACKR3;EPHA4;EPHB6;PDGFD,,0.0
LM-H_vs_p-L_DOWN,positive regulation of MAP kinase activity (GO:0043406),-0.6427653496899522,,INSR;DRD4;PLCE1;CD24;MAP2K6;MUC20;PDGFD,,0.0
LM-H_vs_p-L_DOWN,positive regulation of MAPK cascade (GO:0043410),-0.648975326746003,,NDRG4;INSR;GPNMB;TGFB2;FGFR2;ACKR3;CD24;EPHA4;EPHB6;PDGFD,,0.0
LM-H_vs_p-L_DOWN,skeletal system development (GO:0001501),-0.6490158029804969,,ANKH;SOX4;TGFB2;FGFR2;COL12A1;DLX5;WNT11;PCSK5,,0.0
