key,term,es,overlap,ledge,metagene,perc
3_vs_proxy_parental_DOWN,"positive regulation of gene expression, epigenetic (GO:0045815)",0.3137102108661766,,POLR2K;CHEK1;TAF1D;WBP2;ATAD2;ELOF1;TWISTNB;POLR1C;ZNRD1;SF3B1;DEK;KMT2B;MYBBP1A;BAZ1B;ARID1A;HMGA1;MYO1C;CD3EAP;EP300;SMARCA5;TAF1B,,0.0
3_vs_proxy_parental_DOWN,histone acetylation (GO:0016573),0.2731343283582263,,ACTL6A;BRD8;BRCA2;RUVBL1;KAT6A;MAP3K7;KAT7;ING5;JADE2;MRGBP;JADE1;CREBBP;RUVBL2;ING3;SUPT7L;SUPT3H;NAA40;EP300;MEAF6;TADA2A;MBIP;NAA50;BRPF3;POLE4;MSL3,,0.0
3_vs_proxy_parental_DOWN,"regulation of gene expression, epigenetic (GO:0040029)",0.2617566558845496,,BMI1;POLR2K;EZH2;TAF1D;WBP2;RBBP4;CTCF;TDG;TWISTNB;POLR1C;ZNRD1;SF3B1;DEK;TRIM27;MYBBP1A;BAZ1B;RBBP7;DNMT1;MYO1C;CD3EAP;EP300;SMARCA5;TAF1B;KDM1B;TFAP2C;SUZ12,,0.0
3_vs_proxy_parental_DOWN,DNA replication (GO:0006260),0.20939448257652857,,RPAIN;RPA3;RFC5;RFC4;DBF4;CHEK1;KIN;NAP1L1;BAZ1A;TOPBP1;RBBP8;MCMBP;RPA2;RAD17;ATM;RFC2;FAM111A;CLSPN;REV3L;KAT7;NCOA6;ING5;FEN1;MCM10;WDHD1;RMI2;TOP3A;POLE2;REV1;MCM3;MCM8;RPA1;NASP;RNASEH2A;POLA2;POLA1;TBRG1;IGHMBP2;RBMS1;PNKP;MCM4;POLD2;TOP1MT;WRN;NUP98,,0.0
3_vs_proxy_parental_DOWN,respiratory electron transport chain (GO:0022904),0.20550313903826906,,COX6C;NDUFS6;COX6A1;NDUFA2;NDUFB5;NDUFAB1;NDUFB1;NDUFB2;NDUFB8;NDUFB9;MT-ND3;NDUFS4;UQCR10;SDHB;UQCRFS1;UQCRH;PMPCB;CYCS;UQCRC2;CYC1;NDUFA4;NDUFB7;NDUFB10;COX4I1;NDUFA13;NDUFS1;SDHD;COX7A2L;MT-CO1;SDHAF2;MT-CYB;MT-ND1;MT-ND5;COX10;NDUFA3;UQCC3;SDHA;MT-ND4L;NDUFV2;MT-CO3;NDUFA10,,0.0
3_vs_proxy_parental_DOWN,mitochondrial ATP synthesis coupled electron transport (GO:0042775),0.20323009333962216,,COX6C;NDUFS6;COX6A1;NDUFA2;NDUFB5;NDUFAB1;NDUFB1;NDUFB2;NDUFB8;NDUFB9;MT-ND3;NDUFS4;UQCR10;UQCRFS1;UQCRH;PMPCB;CYCS;UQCRC2;CYC1;NDUFA4;NDUFB7;NDUFB10;COX4I1;NDUFA13;NDUFS1;SDHD;COX7A2L;MT-CO1;SDHAF2;MT-CYB;MT-ND1;MT-ND5;COX10;NDUFA3;UQCC3;SDHA;MT-ND4L;NDUFV2;MT-CO3;NDUFA10,,0.0
3_vs_proxy_parental_DOWN,regulation of signal transduction by p53 class mediator (GO:1901796),0.1722972588642137,,PAK1IP1;RPA3;UBA52;HDAC2;RFC5;RFC4;HDAC1;CHEK1;AURKB;CSNK2B;TAF6;PHF20;TAF3;BOP1;TOPBP1;RBBP8;RBBP4;RPS27A;RPA2;PRKAA1;TAF5;RAD17;ATM;RFC2;TTC5;RRS1;CDK5;TAF2;BRD7;KAT6A;SSRP1;NOC2L;TPX2;CDK5RAP3;CSNK2A2;MTA2;ING5;RBBP7;HIPK2;PRMT5;HEXIM1;RMI2;TOP3A;AURKA;TP53;RNF34;PIN1;RPA1;AKT1;EP300;MEAF6;CHD4;SUPT16H;PPP1R13L;WRN;EHMT2;CSNK2A1;BANP;CHD3;TAF15;TAF1,,0.0
3_vs_proxy_parental_DOWN,translational elongation (GO:0006414),0.17095161178250118,,MRPL42;MRPS21;MRPS10;MRPL12;MRPS25;MRPS15;AURKAIP1;MRPS31;MRPL2;MRPS5;MRPL52;MRPL14;MRPL43;MRPL40;MRPL3;MRPL15;MRPL49;MRPL11;NEMF;GFM1;MRPL4;MRPL47;MRPL57;TUFM;MRPL21;ERAL1;MRPS22;MRPS34;MRPS27;MRPL35;MRPS28;MRPS12;MRPS26;MRPL36;MRPL39;MRPL45;MRPS6;MRPS30;PTCD3;EFTUD2;GADD45GIP1;MRPS17;MRPL10;MRPS18B;MRPL30,,0.0
3_vs_proxy_parental_DOWN,mitochondrial translational elongation (GO:0070125),0.1608814303153864,,MRPL42;MRPS21;MRPS10;MRPL12;MRPS25;MRPS15;AURKAIP1;MRPS31;MRPL2;MRPS5;MRPL52;MRPL14;MRPL43;MRPL40;MRPL3;MRPL15;MRPL49;MRPL11;GFM1;MRPL4;MRPL47;MRPL57;TUFM;MRPL21;ERAL1;MRPS22;MRPS34;MRPS27;MRPL35;MRPS28;MRPS12;MRPS26;MRPL36;MRPL39;MRPL45;MRPS6;MRPS30;PTCD3;GADD45GIP1;MRPS17;MRPL10;MRPS18B;MRPL30,,0.0
3_vs_proxy_parental_DOWN,regulation of secretion by cell (GO:1903530),-0.5878148242151607,,VAMP2;SNCAIP;VAMP8;RIMS2;RIMS1;MEF2C,,0.0
