"x"
"KM_pval",2.33208369020199e-17
"KM_HZ_0.95_lower",1.74725648101466
"KM_HZ",2.0767545972866
"KM_HZ_0.95_upper",2.46838956055637
"n_low",1285
"n_high",695
"Cox_HZ_activation_Z",1.16265344497053
"Cox_HZ_ChemotherapyYES",2.02010478106774
"Cox_HZ_SubtypeBasal",1.20472920928865
"Cox_HZ_SubtypeHer2",1.69273911369033
"Cox_HZ_SubtypeLumA",0.641962115297256
"Cox_HZ_SubtypeLumB",1.52939970733374
"Cox_HZ_Subtypeclaudin-low",0.782214791190662
"Cox_HZ_SubtypeNC",1.69099502348679
"Cox_HZ_Cellularitymoderate",1.08638134675174
"Cox_HZ_Cellularityhigh",0.957828468238714
"Cox_pval_activation_Z",0.0167417308732246
"Cox_pval_ChemotherapyYES",3.34029100241445e-11
"Cox_pval_SubtypeBasal",0.421358683239852
"Cox_pval_SubtypeHer2",0.0113391564372184
"Cox_pval_SubtypeLumA",0.0321102022312074
"Cox_pval_SubtypeLumB",0.0318494768868142
"Cox_pval_Subtypeclaudin-low",0.294275401627552
"Cox_pval_SubtypeNC",0.471565290141649
"Cox_pval_Cellularitymoderate",0.61353233223723
"Cox_pval_Cellularityhigh",0.791463815344821
