"x"
"KM_pval",0.000763263801975056
"KM_HZ_0.95_lower",1.58521553598648
"KM_HZ",3.34358650428711
"KM_HZ_0.95_upper",7.0523978966014
"n_low",1969
"n_high",11
"Cox_HZ_activation_Z",1.06705076527743
"Cox_HZ_ChemotherapyYES",2.11384799179786
"Cox_HZ_SubtypeBasal",1.62044235550292
"Cox_HZ_SubtypeHer2",1.87348519670428
"Cox_HZ_SubtypeLumA",0.616270207667244
"Cox_HZ_SubtypeLumB",1.62070903789761
"Cox_HZ_Subtypeclaudin-low",0.943773930332987
"Cox_HZ_SubtypeNC",1.70617459196456
"Cox_HZ_Cellularitymoderate",1.12220328998972
"Cox_HZ_Cellularityhigh",1.02135357394079
"Cox_pval_activation_Z",0.167860206192377
"Cox_pval_ChemotherapyYES",5.21878729766832e-13
"Cox_pval_SubtypeBasal",0.0263960101503477
"Cox_pval_SubtypeHer2",0.00296714797659457
"Cox_pval_SubtypeLumA",0.0188081739105951
"Cox_pval_SubtypeLumB",0.0181334514720459
"Cox_pval_Subtypeclaudin-low",0.799034923904109
"Cox_pval_SubtypeNC",0.464135044325089
"Cox_pval_Cellularitymoderate",0.481301257357373
"Cox_pval_Cellularityhigh",0.896874045970727
