Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
gene expression (GO:0010467),0.2788735757739717,inf,,0.0,412,48,RPLP1;RPL4;RPS23;SNRPG;RPS29;RPS11;RPS16;RPL29;MRPL51;RPS19;SRSF7;COPS5;COA1;RPS25;MRPL52;RPL41;SRSF5;RPSA;RPL13A;RPL28;TARS;SRSF6;CPSF3;RPS27;THOC6;NR3C1;ISCA2;MAGOHB;MRPL24;TPR;HBS1L;NUP98;DHX29;MRPL23;DDX17;DDX39A;IGF2BP3;POLR2I;TSPAN14;TNIP1;MRPS16;HNRNPUL1;SARS;SYMPK;UPF1;DHX32;RPL39L;CELF2,RPLP1;RPL4;RPS23;SNRPG;RPS29;RPS11;RPS16;RPL29;MRPL51;RPS19;SRSF7;COPS5;COA1;RPS25;MRPL52;RPL41;SRSF5;RPSA;RPL13A;RPL28;TARS;SRSF6;CPSF3;RPS27;THOC6;NR3C1;ISCA2;MAGOHB;MRPL24;TPR;HBS1L;NUP98;DHX29;MRPL23;DDX17;DDX39A;IGF2BP3;POLR2I;TSPAN14;TNIP1;MRPS16;HNRNPUL1;SARS
viral process (GO:0016032),0.2594265351125296,546.010554563299,0.0,0.042077580539119,221,35,RPLP1;RPL4;RPS23;RPS29;RPS11;PPIA;RPS16;RPL29;AP2M1;AP2S1;RPS19;EIF3F;RPS25;RPL41;RPSA;RPL13A;RPL28;RPS27;CALCOCO2;TPR;RAC1;NUP98;TSG101;NUCKS1;AP1S2;AP1M2;CHMP4A;AP2A1;TP53;HIPK2;PACS1;NEDD4;AP2B1;CHMP2A;CTBP2,RPLP1;RPL4;RPS23;RPS29;RPS11;PPIA;RPS16;RPL29;AP2M1;AP2S1;RPS19;EIF3F;RPS25;RPL41;RPSA;RPL13A;RPL28;RPS27;CALCOCO2;TPR;RAC1;NUP98;TSG101;NUCKS1;AP1S2;AP1M2;CHMP4A;AP2A1;TP53;HIPK2;PACS1;NEDD4;AP2B1;CHMP2A
mRNA processing (GO:0006397),0.37988203269675014,411.9420742581103,0.0,0.042828965905888985,284,29,SNRPG;PCBP1;SRSF7;RSRC1;SRSF5;HNRNPA0;GTF2H5;SFPQ;SNRPA;WBP11;SRSF6;PRPF31;CPSF3;BUD31;LSM8;THOC6;MAGOHB;ZMAT2;SON;GTF2H2;DDX39A;POLR2I;LSM5;NAA38;HNRNPUL1;CCNH;AGGF1;SYMPK;DHX32,SNRPG;PCBP1;SRSF7;RSRC1;SRSF5;HNRNPA0;GTF2H5;SFPQ;SNRPA;WBP11;SRSF6;PRPF31;CPSF3;BUD31;LSM8;THOC6;MAGOHB;ZMAT2;SON;GTF2H2;DDX39A;POLR2I;LSM5;NAA38;HNRNPUL1;CCNH;AGGF1
cellular macromolecule biosynthetic process (GO:0034645),0.1405216127625925,827.5161640463775,1.0,0.04959143420681882,368,43,RPLP1;RPL4;RPS23;RPS29;RPS11;RPS16;RPL29;MRPL51;EEF1B2;RPS19;TOP1;EIF4G2;COPS5;COA1;RPS25;RNASEH2A;MRPL52;RPL41;RPSA;BARD1;RPL13A;RPL28;TARS;RPS27;NR3C1;RPA3;MRPL24;HBS1L;NUP98;CHEK1;MRPL23;IGF2BP3;POLR2I;TNIP1;MRPS16;SARS;DBF4;PTMS;RHNO1;UPF1;RPL39L;CDC25C;PIF1,RPLP1;RPL4;RPS23;RPS29;RPS11;RPS16;RPL29;MRPL51;EEF1B2;RPS19;TOP1;EIF4G2;COPS5;COA1;RPS25;RNASEH2A;MRPL52;RPL41;RPSA;BARD1;RPL13A;RPL28;TARS;RPS27;NR3C1;RPA3;MRPL24;HBS1L;NUP98;CHEK1;MRPL23;IGF2BP3;POLR2I
translation (GO:0006412),0.20866300860209552,328.3829565969711,0.0,0.057706396167934625,233,35,RPLP1;RPL4;RPS23;RPS29;RPS11;RPS16;RPL29;MRPL51;EEF1B2;RPS19;COPS5;COA1;RPS25;LARS;MRPL52;RPL41;RPSA;RPL13A;RPL28;TARS;AIMP2;RPS27;MRPL24;HBS1L;MRPL23;IGF2BP3;TNIP1;MRPS16;SARS;PPA2;IARS2;MARS;CARS;RPL39L;RPL22L1,RPLP1;RPL4;RPS23;RPS29;RPS11;RPS16;RPL29;MRPL51;EEF1B2;RPS19;COPS5;COA1;RPS25;LARS;MRPL52;RPL41;RPSA;RPL13A;RPL28;TARS;AIMP2;RPS27;MRPL24;HBS1L;MRPL23;IGF2BP3;TNIP1;MRPS16;SARS;PPA2;IARS2
"mRNA splicing, via spliceosome (GO:0000398)",0.42372543407117247,237.84137076728493,0.0,0.08716070254531794,262,24,SNRPG;PCBP1;SRSF7;RSRC1;SRSF5;HNRNPA0;SFPQ;SNRPA;WBP11;SRSF6;PRPF31;CPSF3;BUD31;LSM8;MAGOHB;ZMAT2;DDX17;DDX39A;POLR2I;LSM5;NAA38;HNRNPUL1;SYMPK;DHX32,SNRPG;PCBP1;SRSF7;RSRC1;SRSF5;HNRNPA0;SFPQ;SNRPA;WBP11;SRSF6;PRPF31;CPSF3;BUD31;LSM8;MAGOHB;ZMAT2;DDX17;DDX39A;POLR2I;LSM5;NAA38
protein transport (GO:0015031),0.19529595322233992,161.59456296635724,0.2857142857142857,0.10419210419210419,327,29,SNX6;KDELR1;ITGB1BP1;MACF1;VPS35;VPS26A;PDCD6;RAB8B;CTSA;TMED10;MYH9;STX2;CLTC;YWHAH;RAB22A;CTTN;DSCR3;RAB13;TLK1;AP3B1;AP2A1;STX16;EHD1;VAMP2;RAB32;RAB38;SPTBN1;CLU;CENPF,SNX6;KDELR1;ITGB1BP1;MACF1;VPS35;VPS26A;PDCD6;RAB8B;CTSA;TMED10;MYH9;STX2;CLTC;YWHAH;RAB22A;CTTN;DSCR3;RAB13;TLK1;AP3B1;AP2A1;STX16;EHD1;VAMP2;RAB32;RAB38;SPTBN1;CLU
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",0.4111334844601009,143.530113497733,0.0,0.11270780501549733,237,23,SNRPG;PCBP1;SRSF7;RSRC1;SRSF5;HNRNPA0;SFPQ;SNRPA;WBP11;SRSF6;PRPF31;CPSF3;BUD31;LSM8;MAGOHB;ZMAT2;DDX39A;POLR2I;LSM5;NAA38;HNRNPUL1;SYMPK;DHX32,SNRPG;PCBP1;SRSF7;RSRC1;SRSF5;HNRNPA0;SFPQ;SNRPA;WBP11;SRSF6;PRPF31;CPSF3;BUD31;LSM8;MAGOHB;ZMAT2;DDX39A;POLR2I;LSM5;NAA38
regulation of cellular macromolecule biosynthetic process (GO:2000112),0.15354637568199747,168.08447848867644,0.8,0.11496196111580727,632,32,MTPN;PRMT1;APP;ZNF207;PFDN5;MLF2;ZNF22;ATF4;SFPQ;NR3C1;CREM;STAT3;HP1BP3;NUCKS1;DDX6;HMGA2;REST;CCDC88A;ZMYND11;CEBPB;ARNTL2;TP53;HLTF;ZFHX3;HMGB2;CYFIP1;UBTF;SLC2A4RG;CHD3;SIX1;BRD8;NFATC2,MTPN;PRMT1;APP;ZNF207;PFDN5;MLF2;ZNF22;ATF4;SFPQ;NR3C1;CREM;STAT3;HP1BP3;NUCKS1;DDX6;HMGA2;REST;CCDC88A;ZMYND11;CEBPB;ARNTL2;TP53;HLTF;ZFHX3;HMGB2;CYFIP1;UBTF;SLC2A4RG;CHD3;SIX1;BRD8;NFATC2
Ras protein signal transduction (GO:0007265),0.2885958107059749,132.26195222452822,0.18181818181818182,0.11803581034350265,224,26,CFL1;DNMT1;GNB1;RHOBTB3;G3BP2;RAB8B;CTNNAL1;RHOG;RAC1;KRAS;ARHGEF1;RAB22A;G3BP1;ABI2;RAB13;RAP2B;CCNA2;SHOC2;TP53;RAB32;TAX1BP3;RAB38;RAC2;CYFIP1;RRAS;GPSM2,CFL1;DNMT1;GNB1;RHOBTB3;G3BP2;RAB8B;CTNNAL1;RHOG;RAC1;KRAS;ARHGEF1;RAB22A;G3BP1;ABI2;RAB13;RAP2B;CCNA2;SHOC2;TP53;RAB32;TAX1BP3;RAB38;RAC2;CYFIP1;RRAS;GPSM2
